[08/14 01:49:20] Training INFO: Making the model...
[08/14 01:49:23] Training INFO: The parameters of the model are added to the AdamW optimizer.
[08/14 01:49:23] Training INFO: The learning rate schedule for the optimizer has been set to CosineAnnealingLR.
[08/14 01:49:23] Training INFO: The model is made successfully.
[08/14 01:55:19] Training INFO: [Epoch 0/50][Batch 870/2035][lr 0.000300][loss_coord_0: 0.1250][loss_normal_0: 0.0266][loss_edge_0: 0.0249][loss_coord_1: 0.1293][loss_normal_1: 0.0274][loss_edge_1: 0.0268]
[08/14 01:55:22] Training INFO: [Epoch 0/50][Batch 880/2035][lr 0.000300][loss_coord_0: 0.1304][loss_normal_0: 0.0279][loss_edge_0: 0.0258][loss_coord_1: 0.1289][loss_normal_1: 0.0279][loss_edge_1: 0.0270]
[08/14 01:55:26] Training INFO: [Epoch 0/50][Batch 890/2035][lr 0.000300][loss_coord_0: 0.1269][loss_normal_0: 0.0276][loss_edge_0: 0.0241][loss_coord_1: 0.1325][loss_normal_1: 0.0277][loss_edge_1: 0.0259]
[08/14 01:55:30] Training INFO: [Epoch 0/50][Batch 900/2035][lr 0.000300][loss_coord_0: 0.1349][loss_normal_0: 0.0278][loss_edge_0: 0.0250][loss_coord_1: 0.1330][loss_normal_1: 0.0274][loss_edge_1: 0.0263]
[08/14 01:55:33] Training INFO: [Epoch 0/50][Batch 910/2035][lr 0.000300][loss_coord_0: 0.1236][loss_normal_0: 0.0269][loss_edge_0: 0.0235][loss_coord_1: 0.1266][loss_normal_1: 0.0275][loss_edge_1: 0.0250]
[08/14 01:55:37] Training INFO: [Epoch 0/50][Batch 920/2035][lr 0.000300][loss_coord_0: 0.1228][loss_normal_0: 0.0261][loss_edge_0: 0.0235][loss_coord_1: 0.1264][loss_normal_1: 0.0262][loss_edge_1: 0.0245]
[08/14 01:55:41] Training INFO: [Epoch 0/50][Batch 930/2035][lr 0.000300][loss_coord_0: 0.1240][loss_normal_0: 0.0267][loss_edge_0: 0.0242][loss_coord_1: 0.1305][loss_normal_1: 0.0272][loss_edge_1: 0.0248]
[08/14 01:55:44] Training INFO: [Epoch 0/50][Batch 940/2035][lr 0.000300][loss_coord_0: 0.1261][loss_normal_0: 0.0271][loss_edge_0: 0.0241][loss_coord_1: 0.1329][loss_normal_1: 0.0275][loss_edge_1: 0.0248]
[08/14 01:55:48] Training INFO: [Epoch 0/50][Batch 950/2035][lr 0.000300][loss_coord_0: 0.1306][loss_normal_0: 0.0267][loss_edge_0: 0.0236][loss_coord_1: 0.1327][loss_normal_1: 0.0269][loss_edge_1: 0.0237]
[08/14 01:55:52] Training INFO: [Epoch 0/50][Batch 960/2035][lr 0.000300][loss_coord_0: 0.1165][loss_normal_0: 0.0264][loss_edge_0: 0.0220][loss_coord_1: 0.1214][loss_normal_1: 0.0270][loss_edge_1: 0.0225]
[08/14 01:55:55] Training INFO: [Epoch 0/50][Batch 970/2035][lr 0.000300][loss_coord_0: 0.1242][loss_normal_0: 0.0272][loss_edge_0: 0.0244][loss_coord_1: 0.1289][loss_normal_1: 0.0275][loss_edge_1: 0.0245]
[08/14 01:55:59] Training INFO: [Epoch 0/50][Batch 980/2035][lr 0.000300][loss_coord_0: 0.1238][loss_normal_0: 0.0266][loss_edge_0: 0.0234][loss_coord_1: 0.1259][loss_normal_1: 0.0266][loss_edge_1: 0.0236]
[08/14 01:56:03] Training INFO: [Epoch 0/50][Batch 990/2035][lr 0.000300][loss_coord_0: 0.1174][loss_normal_0: 0.0260][loss_edge_0: 0.0232][loss_coord_1: 0.1229][loss_normal_1: 0.0265][loss_edge_1: 0.0234]
